"Code","eco_code","eco_name","Fine_biome","Coarsest","Coarse","Med.coarse","Med.fine","Fine","Color","Notes"
"DES","AT1307","Hobyo grasslands and shrublands","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AT1320","Southwestern Arabian foothills savanna","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AA1308","Simpson desert","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AT1322","Succulent Karoo","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AA1309","Tirari-Sturt stony desert","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AA1307","Pilbara shrublands","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","NA1310","Sonoran desert","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","NT1306","Cuban cactus scrub","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","PA1313","Central Persian desert basins","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","NA1303","Chihuahuan desert","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AT1310","Kaokoveld desert","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AT1319","Somali montane xeric woodlands","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","NA1311","Tamaulipan matorral","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","PA1309","Central Afghan Mountains xeric woodlands","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AT1306","Gulf of Oman desert and semi-desert","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AA1306","Nullarbor Plains xeric shrublands","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","PA1323","Persian Gulf desert and semi-desert","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","NA1302","Central Mexican matorral","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","PA1310","Central Asian northern desert","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AA1310","Western Australian Mulga shrublands","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AT1301","Aldabra Island xeric scrub","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AT1303","East Saharan montane xeric woodlands","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","PA1325","Red Sea Nubo-Sindian tropical desert and semi-desert","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AA1301","Carnarvon xeric shrublands","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","PA1318","Kazakh semi-desert","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","PA1306","Badghyz and Karabil semi-desert","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AT1321","Southwestern Arabian montane woodlands","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","AT1309","Kalahari xeric savanna","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","PA0812","Middle East steppe","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","NA1313","Wyoming Basin shrub steppe","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","PA1312","Central Asian southern desert","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","NT1307","Galöpagos Islands scrubland mosaic","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","PA1326","Registan-North Pakistan sandy desert","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
"DES","PA1314","Eastern Gobi desert steppe","Desert","Desert","Desert","Desert","Desert","Desert","#b6a092","Mid to low-elevation; generally seasonally warm to very hot (at least seasonally) xeric landscapes; tropical to temperate: Sonora; Kalahari; Gobi; Sahara; Arabian peninsula; Atacama; etc."
